ID,Title,Tags,Difficulty,Solved,Accepted
1384B1,Koa and the Beach (Easy Version),"brute force, dp, greedy",1900,3737,0
1384A,Common Prefixes,"constructive algorithms, greedy, strings",1200,17910,0
1383F,Special Edges,"flows, graphs",3200,222,0
1383E,Strange Operation,"combinatorics, data structures, dp",2800,687,0
1383D,Rearrange,"brute force, constructive algorithms, graphs, greedy, sortings",2800,562,0
1383C,String Transformation 2,"bitmasks, dp, graphs, trees",3100,461,0
1383B,GameGame,"bitmasks, constructive algorithms, dp, games, greedy, math",1900,4567,0
1383A,String Transformation 1,"dsu, graphs, greedy, sortings, strings, trees, two pointers",1700,9918,0
1382B,Sequential Nim,"dp, games",1100,23041,0
1382A,Common Subsequence,brute force,800,25581,0
1381E,Origami,"geometry, math, sortings",3300,91,0
1381D,The Majestic Brown Tree Snake,"dfs and similar, dp, greedy, trees, two pointers",3000,387,0
1381C,Mastermind,"constructive algorithms, graph matchings, greedy, implementation, sortings, two pointers",2500,1344,0
1381B,Unmerge,dp,1800,8108,0
1381A2,Prefix Flip (Hard Version),"constructive algorithms, data structures, implementation, strings, two pointers",1700,12339,0
1381A1,Prefix Flip (Easy Version),"constructive algorithms, data structures, strings",1300,19184,0
1380G,Circular Dungeon,"greedy, math, probabilities",2600,719,0
1380F,Strange Addition,"data structures, dp, matrices",2600,705,0
1380E,Merging Towers,"data structures, dsu, implementation, trees",2300,1775,0
1380D,Berserk And Fireball,"constructive algorithms, greedy, implementation, math, two pointers",2000,4425,0
1380C,Create The Teams,"brute force, dp, greedy, implementation, sortings",1400,18577,0
1380B,Universal Solution,greedy,1400,13716,0
1380A,Three Indices,"brute force, data structures",900,20927,0
1379F2,Chess Strikes Back (hard version),"data structures, divide and conquer",2800,397,0
1379F1,Chess Strikes Back (easy version),"binary search, data structures",2700,470,0
1379E,Inverse Genealogy,"constructive algorithms, divide and conquer, dp, math, trees",2800,322,0
1379D,New Passenger Trams,"binary search, brute force, data structures, sortings, two pointers",2300,1022,0
1379C,Choosing flowers,"binary search, brute force, data structures, dfs and similar, dp, greedy, sortings, two pointers",2000,5051,0
1379B,Dubious Cyrpto,"binary search, brute force, math, number theory",1500,12064,0
1379A,Acacius and String,"brute force, implementation, strings",1500,11181,0
1375I,Cubic Lattice,"geometry, math, matrices, number theory",3500,70,0
1375H,Set Merging,"constructive algorithms, divide and conquer",3300,329,0
1375G,Tree Modification,"brute force, constructive algorithms, dfs and similar, graph matchings, graphs, trees",2800,1493,0
1375F,Integer Game,"constructive algorithms, games, interactive, math",2600,1796,0
1375E,Inversion SwapSort,"constructive algorithms, greedy, sortings",2500,2566,0
1375D,Replace by MEX,"brute force, constructive algorithms, sortings",1900,8293,0
1375C,Element Extermination,"constructive algorithms, data structures, greedy",1400,19303,0
1375B,Neighbor Grid,"constructive algorithms, greedy",1200,16527,0
1375A,Sign Flipping,"constructive algorithms, math",1100,17730,0
1374F,Cyclic Shifts Sorting,"brute force, constructive algorithms, implementation, sortings",2400,1203,0
1374E2,Reading Books (hard version),"data structures, greedy, implementation, sortings, ternary search, two pointers",2500,861,0
1374E1,Reading Books (easy version),"data structures, greedy, sortings",1600,12907,0
1374D,Zero Remainder Array,"math, sortings, two pointers",1400,20656,0
1374C,Move Brackets,"greedy, strings",1000,38540,0
1374B,"Multiply by 2, divide by 6",math,900,40749,0
1374A,Required Remainder,math,800,46002,0
1373G,Pawns,"data structures, divide and conquer, greedy",2600,694,0
1373F,Network Coverage,"binary search, constructive algorithms, data structures, greedy",2400,1555,0
1373E,Sum of Digits,"brute force, constructive algorithms, dp, greedy",2200,2620,0
1373D,Maximum Sum on Even Positions,"divide and conquer, dp, greedy, implementation",1600,14153,0
1373C,Pluses and Minuses,math,1300,17300,0
1373B,01 Game,games,900,29470,0
1373A,Donut Shops,"greedy, implementation, math",1000,24110,0
1372F,Omkar and Modes,"binary search, divide and conquer, interactive",2700,369,0
1372E,Omkar and Last Floor,"dp, greedy, two pointers",2900,891,0
1372D,Omkar and Circle,"brute force, dp, games, greedy",2100,5113,0
1372C,Omkar and Baseball,"constructive algorithms, math",1500,16632,0
1372B,Omkar and Last Class of Math,"greedy, math, number theory",1300,24376,0
1372A,Omkar and Completion,"constructive algorithms, implementation",800,30361,0
1371F,Raging Thunder,"data structures, divide and conquer, implementation",2800,450,0
1371E2,Asterism (Hard Version),"binary search, combinatorics, dp, math, number theory, sortings",2300,2235,0
1371E1,Asterism (Easy Version),"binary search, brute force, combinatorics, math, number theory, sortings",1900,4822,0
1371D,Grid-00100,"constructive algorithms, greedy, implementation",1600,12455,0
1371C,A Cookie for You,"greedy, implementation, math",1300,19373,0
1371B,Magical Calendar,math,1200,18652,0
1371A,Magical Sticks,math,800,40418,0
1370F2,The Hidden Pair (Hard Version),"binary search, dfs and similar, graphs, interactive, shortest paths, trees",2700,1126,0
1370F1,The Hidden Pair (Easy Version),"binary search, dfs and similar, graphs, interactive, shortest paths, trees",2400,1254,0
1370E,Binary Subsequence Rotation,"binary search, constructive algorithms, data structures, greedy",2100,4435,0
1370D,Odd-Even Subsequence,"binary search, dp, dsu, greedy, implementation",2000,8549,0
1370C,Number Game,"games, math, number theory",1400,22039,0
1370B,GCD Compression,"constructive algorithms, math, number theory",1100,22303,0
1370A,Maximum GCD,"greedy, implementation, math, number theory",800,43811,0
1369F,BareLee,"dfs and similar, dp, games",2700,545,0
1369E,DeadLee,"data structures, dfs and similar, greedy, implementation, sortings",2400,1947,0
1369D,TediousLee,"dp, graphs, greedy, math, trees",1900,7971,0
1369C,RationalLee,"greedy, math, sortings, two pointers",1400,18197,0
1369B,AccurateLee,"greedy, implementation, strings",1200,22827,0
1369A,FashionabLee,"geometry, math",800,34050,0
1368H2,Breadboard Capacity (hard version),,3500,173,0
1368H1,Breadboard Capacity (easy version),"dp, flows, greedy",3300,258,0
1368G,Shifting Dominoes,"data structures, geometry, graphs, trees",3200,299,0
1368F,Lamps on a Circle,"games, implementation, interactive, math",2600,800,0
1368E,Ski Accidents,"constructive algorithms, graphs, greedy",2500,1825,0
1368D,"AND, OR and square sum","bitmasks, greedy, math",1700,10607,0
1368C,Even Picture,constructive algorithms,1500,12693,0
1368B,Codeforces Subsequences,"brute force, constructive algorithms, greedy, math, strings",1500,18059,0
1368A,C+=,"brute force, greedy, implementation, math",800,33539,0
1367F2,Flying Sort (Hard Version),"binary search, data structures, dp, greedy, sortings, two pointers",2400,1356,0
1367F1,Flying Sort (Easy Version),"dp, greedy, two pointers",2100,2840,0
1367E,Necklace Assembly,"brute force, dfs and similar, dp, graphs, greedy, number theory",1900,4928,0
1367D,Task On The Board,"constructive algorithms, greedy, implementation, sortings",1800,7690,0
1367C,Social Distance,"constructive algorithms, greedy, math",1300,21688,0
1367B,Even Array,"greedy, math",800,45789,0
1367A,Short Substrings,"implementation, strings",800,49961,0
1366G,Construct the String,"data structures, dp, strings",2700,487,0
1366F,Jog Around The Graph,"binary search, dp, geometry, graphs",2700,559,0
1366E,Two Arrays,"binary search, brute force, combinatorics, constructive algorithms, dp, two pointers",2100,3748,0
1366D,Two Divisors,"constructive algorithms, math, number theory",2000,9097,0
1366C,Palindromic Paths,"greedy, math",1500,12774,0
1366B,Shuffle,"math, two pointers",1300,18433,0
1366A,Shovels and Swords,"binary search, greedy, math",1100,27213,0
1365G,Secure Password,"bitmasks, combinatorics, constructive algorithms, interactive, math",2800,804,0
1365F,Swaps Again,"constructive algorithms, implementation, sortings",2100,4148,0
1365E,Maximum Subsequence Value,"brute force, constructive algorithms",1900,7208,0
1365D,Solve The Maze,"constructive algorithms, dfs and similar, dsu, graphs, greedy, implementation, shortest paths",1700,14727,0
1365C,Rotation Matching,"constructive algorithms, data structures, greedy, implementation",1400,20989,0
1365B,Trouble Sort,"constructive algorithms, implementation",1300,24668,0
1365A,Matrix Game,"games, greedy, implementation",1100,22906,0
1364E,X-OR,"bitmasks, constructive algorithms, divide and conquer, interactive, probabilities",2700,992,0
1364D,Ehab's Last Corollary,"constructive algorithms, dfs and similar, graphs, greedy, implementation, trees",2100,3778,0
1364C,Ehab and Prefix MEXs,"brute force, constructive algorithms, greedy",1600,12162,0
1364B,Most socially-distanced subsequence,"greedy, two pointers",1300,17534,0
1364A,XXXXX,"brute force, data structures, number theory, two pointers",1200,24687,0
1363F,Rotating Substrings,"dp, strings",2600,1176,0
1363E,Tree Shuffling,"dfs and similar, dp, greedy, trees",2000,6164,0
1363D,Guess The Maximums,"binary search, implementation, interactive, math",2100,3672,0
1363C,Game On Leaves,"games, trees",1600,16732,0
1363B,Subsequence Hate,"implementation, strings",1400,21544,0
1363A,Odd Selection,"brute force, implementation, math",1200,31867,0
1362C,Johnny and Another Rating Drop,"bitmasks, greedy, math",1400,16139,0
1362B,Johnny and His Hobbies,"bitmasks, brute force",1200,17615,0
1362A,Johnny and Ancient Computer,implementation,1000,21266,0
1361F,Johnny and New Toy,"data structures, implementation, math",3300,128,0
1361E,James and the Chase,"dfs and similar, graphs, probabilities, trees",3000,525,0
1361D,Johnny and James,"greedy, implementation, math, trees",2900,298,0
1361C,Johnny and Megan's Necklace,"binary search, bitmasks, constructive algorithms, dfs and similar, dsu, graphs",2500,1295,0
1361B,Johnny and Grandmaster,"greedy, implementation, math, sortings",1900,3276,0
1361A,Johnny and Contribution,"constructive algorithms, graphs, greedy, sortings",1700,7961,0
1360H,Binary Median,"binary search, bitmasks, brute force, constructive algorithms",2100,4110,0
1360G,A/B Matrix,"constructive algorithms, greedy, math",1900,7104,0
1360F,Spy-string,"bitmasks, brute force, constructive algorithms, dp, hashing, strings",1700,11284,0
1360E,Polygon,"dp, graphs, implementation, shortest paths",1300,23036,0
1360D,Buying Shovels,"math, number theory",1300,28066,0
1360C,Similar Pairs,"constructive algorithms, graph matchings, greedy, sortings",1100,29855,0
1360B,Honest Coach,"greedy, sortings",800,42141,0
1360A,Minimal Square,"greedy, math",800,44310,0
1359F,RC Kaboom Show,"binary search, brute force, data structures, geometry, math",2900,333,0
1359E,Modular Stability,"combinatorics, math, number theory",2000,5459,0
1359D,Yet Another Yet Another Task,"data structures, dp, implementation, two pointers",2000,8363,0
1359C,Mixing Water,"binary search, math",1700,12659,0
1359B,New Theatre Square,"brute force, dp, greedy, implementation, two pointers",1000,25883,0
1359A,Berland Poker,"brute force, greedy, math",1000,27245,0
1358F,Tasty Cookie,"binary search, constructive algorithms, greedy, implementation",2700,415,0
1358E,Are You Fired?,"constructive algorithms, data structures, greedy, implementation",2400,1971,0
1358D,The Best Vacation,"binary search, brute force, greedy, implementation, two pointers",1900,7711,0
1358C,Celex Update,math,1600,16331,0
1358B,Maria Breaks the Self-isolation,"greedy, sortings",1000,23861,0
1358A,Park Lighting,"greedy, math",800,35921,0
1357E2,Root of quantum Fourier transform,,0,43,0
1357E1,Power of quantum Fourier transform,,0,183,0
1357D5,Quantum Classification - Dataset 7,,0,75,0
1357D4,Quantum Classification - Dataset 6,,0,78,0
1357D3,Quantum Classification - Dataset 5,,0,98,0
1357D2,Quantum Classification - Dataset 4,,0,105,0
1357D1,Quantum Classification - Dataset 3,,0,118,0
1357C2,Prepare superposition of basis states with the same parity,,0,295,0
1357C1,Prepare superposition of basis states with 0s,,0,340,0
1357B2,"""Is the number divisible by 3?"" oracle",,0,207,0
1357B1,"""Is the bit string balanced?"" oracle",,0,207,0
1357A7,"Distinguish Y, XZ, -Y and -XZ",,0,173,0
1357A6,Distinguish four Pauli gates,,0,159,0
1357A5,Distinguish Rz(θ) from Ry(θ),,0,231,0
1357A4,Distinguish Rz from R1,,0,338,0
1357A3,Distinguish H from X,,0,465,0
1357A2,"Distinguish I, CNOTs and SWAP",,0,498,0
1357A1,Figure out direction of CNOT,,0,617,0
1356D2,Quantum Classification - 2,*special problem,0,120,0
1356D1,Quantum Classification - 1,*special problem,0,130,0
1356C,Prepare state |01⟩ + |10⟩ + |11⟩,*special problem,0,293,0
1356B2,Decrement,*special problem,0,273,0
1356B1,Increment,*special problem,0,273,0
1356A5,Distinguish Z from -Z,*special problem,0,321,0
1356A4,Distinguish I ⊗ X from CNOT,*special problem,0,449,0
1356A3,Distinguish Z from S,*special problem,0,451,0
1356A2,Distinguish I from Z,*special problem,0,477,0
1356A1,Distinguish I from X,*special problem,0,591,0
1355F,Guess Divisors Count,"constructive algorithms, interactive, number theory",2600,721,0
1355E,Restorer Distance,"binary search, greedy, math, sortings, ternary search",2100,4386,0
1355D,Game With Array,"constructive algorithms, math",1400,16657,0
1355C,Count Triangles,"binary search, implementation, math, two pointers",1800,9767,0
1355B,Young Explorers,"dp, greedy, sortings",1200,23627,0
1355A,Sequence with Digits,"brute force, implementation, math",1200,24083,0
1354G,Find a Gift,"binary search, interactive, probabilities",2600,659,0
1354F,Summoning Minions,"constructive algorithms, dp, flows, graph matchings, greedy, sortings",2500,931,0
1354E,Graph Coloring,"dfs and similar, dp, graphs",2100,2854,0
1354D,Multiset,"binary search, data structures",1900,7762,0
1354C2,Not So Simple Polygon Embedding,"binary search, brute force, geometry, math",2000,5649,0
1354C1,Simple Polygon Embedding,"binary search, geometry, math, ternary search",1400,14923,0
1354B,Ternary String,"binary search, dp, implementation, two pointers",1200,26891,0
1354A,Alarm Clock,math,900,22442,0
1353F,Decreasing Heights,"brute force, dp",2200,2927,0
1353E,K-periodic Garland,"brute force, dp, greedy",1900,6453,0
1353D,Constructing the Array,"constructive algorithms, data structures, sortings",1600,16376,0
1353C,Board Moves,math,1000,32124,0
1353B,Two Arrays And Swaps,"greedy, sortings",800,44121,0
